,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_3_Y0,Variable_13_Y1,Variable_21_Y0,Variable_20_Y0,Variable_22_Y0,Variable_12_Y2,Variable_12_Y1,Variable_29_Y0,Variable_9_Y0,Variable_18_Y1,Variable_1_Y0,Variable_1_Y1,Variable_22_Y2,Variable_14_Y0,Variable_19_Y0,Variable_24_Y0,Variable_22_Y1
13671,6,1,0,8,2015Q3,5371,680933.4652,591789.6703,590241.6202,588929.5137,617502.7586,585724.4792,609381.8997,603323.8365,693107.9199,619809.8602,626091.7261,645825.0508,594806.1852,610557.4376,692106.2475,584818.297,618122.76
21017,8,1,1,5,2019Q2,9191,578925.2162,626410.2053,589299.8636,621329.6914,608810.7975,609166.1953,619177.2717,599748.9078078358,581887.1968,587702.0407,623685.3533,575683.3267,574244.8133,589567.1328,564833.3366,620870.6289,627755.553
13625,7,1,0,1,2018Q2,5352,608546.4312,623736.0492,614890.2435,616972.4124,592661.2618,606117.0192,625071.1646,582749.9441,630023.2654,575488.0189,627471.5769,623451.4977,611938.7546,616309.0295,606245.7869,595254.3067,607111.2781
24895,7,1,0,0,2015Q4,12716,590128.4997,586494.2629,624467.7786,572749.7838,625515.6735,598552.865253717,570488.7048,623068.1771,575636.002,598378.540963387,592670.623,577832.3433,599617.3676039265,579802.4967,599768.126,605810.7767,603338.0502
22027,10,0,0,14,2019Q1,10007,576051.3687,604155.9465,572372.5017,613107.6003,595279.7521,606323.9244,573395.9157,627796.1071,618131.5662,580911.8265,604900.6684,585627.6238,598751.6353,594019.8361,570611.4116,620412.0097,571756.2594
5560,5,1,0,2,2015Q4,2218,579392.3753,570782.9015,595876.4801,586449.3487,576735.0955,598552.865253717,592390.3485,629314.8051,582078.8502,603514.9174,625388.7456,602054.202,599617.3676039265,610422.4298,615047.4216,609248.712,592582.0429
24063,7,1,1,5,2020Q1,12195,604880.7511,583647.1228,604318.3382,604336.4759,602591.3445,572707.9795,610352.8011,601868.4453,577338.5082,593791.4254,586201.8366,620964.6592,581369.4612,582946.6139,602131.0448,589005.7001,624048.6995
22750,7,1,1,5,2019Q4,10674,594547.4548,611302.8118,578791.8973,616667.7931,601961.669,610489.487,627551.4473,607212.9444,573114.7437,596021.3878,578130.2114,625986.4944,624030.4652,592662.8091,589138.1662,588199.0533,602407.738
4575,10,0,0,12,2015Q1,1836,572776.0698,582342.5176,628373.036,604008.9516,581329.1336,598552.865253717,626837.4832,593029.9323,578697.6958,594922.7354,592935.8651,591266.8008,599617.3676039265,575852.3835,614305.2632,599553.2189,586776.4018
17463,4,1,1,5,2016Q1,7093,621432.2196,600100.9086,591755.6863,572291.2752,593270.4249,598552.865253717,598968.5883,599748.9078078358,604836.670615974,598378.540963387,576242.0067,589782.3049,599617.3676039265,568296.9958,620667.4466,575093.4442,605821.9931
21606,8,1,1,5,2019Q4,9644,619564.3811,575120.5119,609757.0634,580497.4975,610816.3048,622200.011,620912.2426,588935.3769,601491.1239,593344.223,577639.0704,593340.975,569198.1681,571952.7865,624589.1116,594825.6836,601990.6027
11681,4,1,1,5,2019Q2,4643,613683.3054,598832.9724,621355.6197,606496.5355,594601.9494,623610.7548,581873.3766,585919.5039,591143.4835,621465.4916,596567.9017,587450.8342,595954.095,616561.238,627753.7354,573114.478,621510.5918
26181,6,1,0,12,2018Q4,13211,603544.4065,605395.3921,581311.3129,591412.0736,627749.114,616959.5665,614189.7551,616350.1756,626138.3917,579587.8489,573169.5623,584027.3165,580383.739,614751.773,611220.3138,620258.1802,618489.4935
662,6,1,0,19,2018Q1,281,582515.4024,610985.7875,578248.9057,617902.9348,582529.5328,599197.1407,619603.7125,621728.379,624359.836,602777.7163,580588.5948,605217.7344,625374.3885,582006.2025,593313.122,603393.0491,590652.5336
17943,7,1,0,12,2016Q3,7335,569539.3433,576033.3547,623174.4001,581159.2707,570864.8528,586540.1101,576636.8958,609705.4541,624689.0421,597193.454,571203.96,602991.3758,595902.1251,624575.515,615613.7081,596872.2792,595188.0861
8324,8,1,0,0,2015Q3,3322,592516.1229,598854.3324931494,614980.5007,610193.6846,623814.2236,598552.865253717,598627.38952835,578743.3561,617295.1582,598378.540963387,625282.3836,600642.5045596543,599617.3676039265,569182.5555,619719.8736,614558.0677,599621.6050248608
3867,5,1,0,11,2019Q4,1528,576881.5793,582510.287,615060.4614,572229.2179,609210.9555,571348.8646,607999.6898,612248.0227,624221.1729,620763.8887,601489.216,626018.8338,591095.2364,605164.2901,578884.1677,572231.3445,602762.1692
9690,8,1,0,4,2014Q4,3893,627087.1151,589748.5106,627138.5117,586879.8118,613382.8572,598552.865253717,577144.4057,570970.1077,603336.4868,613290.6162,588832.0367,612052.8095,599617.3676039265,607203.8826,613864.7486,613560.9561,579513.7213
3870,5,1,0,11,2015Q2,1528,587259.4699,585298.53,604344.2816,599766.4214,597954.7762,570956.4393,594107.4751,576356.0927,598948.474,576831.712,590223.6894,604945.1532,604788.4758,579586.3996,600910.971,582275.1898,613322.2818
18153,8,1,0,60,2016Q3,7444,576808.5055,569126.4956,618271.4512,615066.6095,617426.559,600084.3522,599956.3068,590690.443,601272.2989,589345.6533,611892.2726,602531.2167,626554.533,619137.9582,596995.1995,575837.9626,599825.8556
14974,6,1,1,5,2017Q4,5890,602381.0996,624497.7621,599223.2222,621652.8526,580312.4014,600495.1083,578833.3849,597662.7673,599417.515,583735.5302,577052.035,626201.6571,606347.9235,595388.7684,592884.3921,623459.9458,577464.5764
14158,4,1,0,13,2018Q1,5559,602189.2374,604155.8574,622810.9417,578443.2345,623475.2721,570371.7763,618886.9112,599748.9078078358,624011.1345,627298.8759,584800.3523,622004.1433,604578.773,590510.0125,606071.0323,575563.151,585424.8684
16196,5,1,0,0,2015Q3,6441,578551.6387,578820.4909,570081.6411,596421.3784,606852.8415,598552.865253717,593778.8369,596838.8245,601797.8129,606486.8985,592062.1822,606539.0821,599617.3676039265,570769.4538,605632.6275,574538.2966,568858.6631
8933,7,1,1,5,2019Q3,3572,616098.0304,599683.9379,628404.39,616912.9632,574544.8342,617517.8236,609617.4633,594911.3509,601030.116,570192.355,617950.1875,615436.0972,582606.3041,625286.5089,594371.6328,579255.8548,623079.6505
10444,4,1,1,5,2016Q1,4180,584920.7755,585793.0175,627178.508,587934.6735,620615.6795,570047.4623,619470.6024,619430.3559,594968.9848,600333.6592,612110.6101,626518.1952,586901.5436,627272.0852,595924.0917,588590.5747,602776.483
19431,9,0,0,14,2020Q1,8161,617305.5905,608735.1852,588364.5477,598336.1409,610346.9701,599248.0461,571946.0754,582170.845,588136.5618,590242.834,611226.9277,582240.6928,602971.8031,597347.6645,612616.6081,592214.39,580272.6187
4613,5,1,0,10,2019Q1,1849,597673.5568,591989.2915,614373.8594,614505.9375,593546.2993,620058.7356,586523.5059,615967.9319,596225.3405,575621.7784,580142.8573,582420.6857,615037.8005,574516.3694,577693.9802,601630.032,596156.8262
9894,7,1,0,45,2017Q3,3968,631127.1555,626702.1983,568897.3522,582863.7099,580157.0442,596803.9517,568712.675,626289.6943,583465.6288,625354.0694,605495.0971,598610.219,590445.918,616639.997,603730.7395,620507.5788,573724.8597
8159,7,1,1,5,2015Q2,3249,620906.9623,606784.9146,608297.4422,597551.0575,620130.4012,598552.865253717,602845.618,574295.2945,581676.3626,611517.3789,624940.1242,576527.3186,599617.3676039265,570048.8177,591753.2214,591979.0297,574480.2519
6548,9,0,1,5,2015Q3,2614,623563.774,610823.3242,573490.5655,586105.9763,607684.5193,598552.865253717,611724.8748,611444.5558,620706.0172,585850.2117,618914.3403,585212.4037,599617.3676039265,610722.4366,601461.4188,594801.1393,618533.9335
19985,5,1,0,35,2018Q1,8498,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,588924.7759,598552.865253717,598627.38952835,599748.9078078358,624394.7029,598378.540963387,592114.4778,582396.0574,574191.3441,572864.9855,622877.0072,590597.8804,606113.4775
4949,6,1,0,47,2017Q3,1979,615908.35,606633.2418,619165.0442,579673.2092,598549.8674,620584.6736,572250.0251,588311.08,589652.4704,606440.8741,614725.168,592875.2199,625599.1991,597839.0543,572439.7698,606803.7393,619728.8753
27219,6,1,0,21,2019Q4,13609,602044.6847,591266.7287,579563.7025,595412.3732,617226.5942,573152.6142,597137.1516,576631.3189,630140.6414,597695.4815,606871.02,616332.8963,622675.4681,619388.2159,596720.5611,607440.5445,602943.5835
24438,6,1,0,47,2018Q4,12556,585633.3176,592484.5824,610662.2253,618996.0925,606230.9833,581556.692,581041.5865,570458.7014,582244.4628,569373.898,609087.2596,601499.51,572362.4656,574077.2485,621076.738,623401.7871,607701.2366
24696,7,1,0,12,2019Q3,12644,617032.1032,624624.0079,590878.1826,578442.409,601248.306,580832.6163,626588.8344,604985.884,623655.3151,604811.8351,579346.5794,620689.1478,588730.5454,589235.9327,587622.0687,594252.6937,612427.4622
4160,7,1,1,5,2017Q3,1657,603018.1618,621389.1319,620680.6797,610171.8572,580092.3046,604019.3252,581661.7627,614035.2627,618779.3517,617133.5927,600589.0934,590712.9073,628182.1142,573254.8512,571153.0969,626446.2433,583638.907
7827,8,1,0,16,2016Q1,3119,608531.8625,571601.6841,588333.8301,615806.5455,619793.7646,615426.4139,623034.0351,577900.8029,609490.5361,598042.0575,626732.648,588014.2202,572009.2524,571420.6877,569875.8352,621472.1542,616871.4124
1803,7,1,0,16,2016Q3,707,610814.3434,580538.7356,578891.934,606200.4086,615363.7714,596209.8349,573035.3023,587137.4157,585401.7297,612757.9667,575158.7493,589872.9206,583171.8152,610552.5829,628144.9269,576363.3868,572720.5116
18733,4,1,0,21,2017Q2,7755,598003.7299,581532.9976,579561.5413,575679.2425,593806.6265,588839.9722,591034.9621,599748.9078078358,570793.8902,620376.3271,617578.3166,613536.5835,588224.7925,571098.4902,614977.0389,587996.3483,593075.9266
23634,6,1,0,12,2019Q2,11634,621230.7472,620510.968,615538.716,617821.1779,626277.0182,585380.1169,585319.2069,612513.8765,614615.8288,598323.1908,608441.0841,579674.3545,600424.0649,585463.3844,593649.1088,584381.8909,597082.1668
17389,5,1,1,5,2016Q2,7056,584029.6469,625375.334,581396.5283,585314.1311,600649.6984,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,571798.0463,598002.7874,599617.3676039265,623019.7671,599930.4629,611476.7797,604144.6062
10467,9,0,0,42,2017Q4,4187,579690.7203,603149.7391,598858.285,576951.6849,580808.4224,576367.832,592081.9971,581242.8148,574586.7071,568689.8267,596388.0795,571599.8981,607934.443,620140.3314,580485.2806,611060.4021,611033.9823
22905,7,1,0,26,2019Q4,10818,626542.5541,627765.1783,624276.9366,572541.669,584819.2658,609045.9894,624585.069,583894.2151,593960.9128,602748.1616,623844.1803,583628.7696,592921.2461,628801.5129,578269.4243,594108.7775,609273.3784
13997,7,1,0,13,2019Q1,5500,585204.6364,569396.3841,613195.9761,606309.1079,583674.7631,610373.1081,625035.164,604803.554,607200.5494,586997.643,605160.2699,574506.0614,598154.6626,572887.2096,601257.4454,573974.0068,608614.5406
23221,10,0,1,5,2019Q2,11168,576096.7629,619209.0469,624306.7421,602580.3796,603136.4935,575110.9983,581047.0601,587666.7824,627355.5194,598378.540963387,624385.553,573308.1273,602307.2493,607943.0406,590160.196,607204.6213,590948.0662
18700,7,1,0,12,2019Q3,7731,601582.1823,586009.6662,587004.7793,596867.1823,608447.3889,583239.8383,596402.4781,619058.0539,579835.3344,575887.4175,619341.502,622571.3691,625641.1377,606139.4466,603216.6023,587354.2519,625736.4926
24684,9,0,1,5,2015Q1,12641,585185.1455,598854.3324931494,588813.5673,616770.1915,589694.9464,598552.865253717,598627.38952835,604539.1758,618648.1025,598378.540963387,620548.2909,600642.5045596543,599617.3676039265,577039.0175,589250.063,592171.7924,599621.6050248608
19735,7,1,0,12,2019Q3,8343,612064.7373,588755.3411,614606.3993,582196.6804,608150.4851,610330.1931,583115.7871,574795.7795,611582.2383,618377.0951,574741.6248,575012.4523,606246.9516,601468.652,609486.4945,582765.363,587458.521
20644,7,1,0,13,2020Q1,8972,577793.0399,607776.8172,625156.4001,585237.2115,620962.6314,598249.5372,575942.2011,580244.68,593496.2585,587438.5568,621936.7344,576684.9176,602137.8469,569940.1733,618112.277,604765.4052,575792.8543
3865,7,1,0,16,2016Q1,1526,581945.7667,614743.4952,585806.7834,577957.2818,604699.8314,598552.865253717,620889.9195,616731.421,576585.4084,598378.540963387,599694.9144,569546.1364,599617.3676039265,591352.7354,593335.9457,609279.4374,621113.0821
26763,7,1,1,5,2019Q3,13418,571983.7405,585922.9208,594101.7127,626262.2526,587827.534,581158.3531,613626.1519,599748.9078078358,576008.7884,569554.9561,624446.5646,604839.4952,593072.735,583860.3253,615797.887,597905.9942,577015.4279
13413,8,1,0,42,2016Q4,5265,601876.782,597422.0447,582987.3635,608391.6683,594757.1577,578181.2336,592064.7702,607895.7405,619769.2091,620588.2294,570668.499,618879.1552,623517.2854,597161.796,588699.6978,585423.0355,627514.1983
13388,7,1,0,12,2015Q1,5253,579077.0308,614681.3584,621601.7041,608131.3072,628963.6353,598552.865253717,579915.5988,599748.9078078358,574596.8797,595679.975,573823.8779,575864.622,599617.3676039265,611575.2046,614223.3698,594271.3073,625577.3348
14553,7,1,1,5,2020Q1,5722,571654.6226,591854.2315,573835.1068,603480.5508,582817.0285,598571.2388,624560.0318,594153.5157,608367.5393,581100.8376,580865.4832,616135.196,585910.0264,605885.7251,597989.9206,598320.4661,582852.4837
11216,5,1,1,5,2017Q3,4449,584496.0014,587745.4437,606763.0378,603088.5418,597861.2064,594235.1617,579317.5814,569406.2221,618806.5426,579195.1638,604442.0117,621270.9621,611614.6461,588269.3872,609539.4269,625441.0565,618293.9788
28050,3,1,0,35,2017Q3,13959,619448.4047,614726.1681,618854.7796,596854.6836,574673.3864,589247.5414,627621.3226,599748.9078078358,597292.9601,578671.4773,623345.9535,574229.5606,624894.3791,590059.1025,607564.8977,591505.9007,581030.2452
272,8,1,0,0,2015Q3,116,615226.5243,610645.7812,626572.089,600011.7123,607990.5946,598552.865253717,626619.1575,623878.413,583760.9149,599943.0433,581046.5778,580340.7799,599617.3676039265,576120.8396,614080.5199,581339.7595,617366.947
817,9,0,1,5,2017Q3,331,601943.4737,582546.6841,580862.3193,623168.1948,608497.7447,569525.059,575641.4823,620638.3846,585707.1008,609768.2876,628344.985,604498.4353,576136.5498,583680.118,618985.8672,606053.1157,579394.8947
6556,4,1,0,10,2017Q3,2617,613928.8815,599198.2696,607611.1216,580313.8111,587135.7121,612066.9333,626035.1183,602040.2539,599981.6265,581717.7416,577194.8312,604914.8615,591551.8237,599362.3389,622900.9196,599765.0381,623309.8262
3765,7,1,0,8,2019Q3,1493,611858.9275,618195.1831,611675.181,627992.1451,595292.6605,589906.452,611819.3354,623207.0108,586239.5017,576847.9786,610279.9799,606871.061,613891.9722,591854.8399,608953.758,576903.8397,571949.7033
25174,8,1,1,5,2014Q4,12829,597684.8085,598854.3324931494,583859.7469,612004.1028,570610.3121,598552.865253717,598627.38952835,626498.9691,569715.8601,598378.540963387,619617.042,600642.5045596543,599617.3676039265,583633.3563,611483.891,581767.6133,599621.6050248608
9524,8,1,0,21,2017Q1,3833,625376.7265,614328.4039,606464.9968,572620.1804,620432.6156,580931.004,596538.7202,630798.4092,615483.9744,571180.0048,575399.0911,586933.7868,597178.4954,599228.337,630551.6939,610906.2241,588842.485
6234,5,1,0,28,2018Q2,2494,620304.3651,609831.7564,624520.8288,585534.6058,598520.38,608072.0491,583793.4164,599748.9078078358,600406.9204,626884.6556,617264.5958,592685.7097,585566.1748,620614.7938,617542.0223,586099.1381,606009.7649
23739,7,1,1,5,2019Q4,11756,603604.9474874921,585627.6851,602331.3213,596858.1641,609033.4966,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,615426.2294,602080.5082,614256.6897,596450.8105,603193.691448228,604438.6845,626494.5179
2991,11,0,0,4,2019Q3,1190,610736.6239,614924.4377,600618.7982,584868.7093,580505.6882,621187.9055,616421.1593,621046.9546,588962.8705,614034.8988,576718.8069,578394.8057,570209.0437,582161.2781,596457.1698,588291.2034,625688.344
1452,6,1,0,11,2017Q4,575,585428.2442,569895.2685,569507.5442,591647.4465,610342.6787,579884.589,619615.7866,594224.0025,594264.7722,613703.0675,622272.0014,600317.1945,621955.2428,613671.4883,625095.7082,593649.2461,575496.8528
1807,17,0,0,19,2016Q1,709,611280.0151,585726.7683,611221.7951,599474.142,600345.6963,598552.865253717,604848.807,595644.4326,596906.1997,594547.3722,592349.5555,587284.0134,599617.3676039265,574054.1364,588236.6618,595963.1147,621428.7663
7554,6,1,0,2,2015Q4,3004,590350.7111,601873.902,591944.1032,578694.9285,608668.3577,598552.865253717,612462.8475,612639.327,582759.8872,605209.6151,591181.4871,597446.6504,599617.3676039265,607777.4891,578422.3826,618419.316,606670.8735
7574,9,0,1,5,2014Q4,3016,592999.6701,598854.3324931494,591921.0368,609048.6085,592034.297,598552.865253717,598627.38952835,609399.3158,604836.670615974,598378.540963387,598678.1861,600642.5045596543,599617.3676039265,581369.0642,599407.3661,609482.7969,599621.6050248608
19455,6,1,1,5,2017Q3,8171,621079.5969,599808.2437,592454.8852,612891.3652,598344.147,581665.4475,597038.0349,579590.6318,610745.2768,580745.2147,608015.801,633155.5203,602137.0247,595410.1891,628704.993,572520.4545,604355.3314
19686,7,1,1,5,2018Q2,8315,604541.8303,622915.3258,573387.8156,571737.8144,587970.4028,619177.6561,599981.9522,569453.7996,620498.7769,597154.2417,596981.1529,592948.8269,621371.836,574001.5614,617635.7084,604650.3172,578370.9234
21324,8,1,0,34,2019Q2,9425,604814.3038,592207.5592,610932.7654,585548.2464,609013.1654,586132.4515,593998.7878,601093.4508,573660.289,578945.5636,629918.603,569825.9837,622719.2232,622233.9423,627524.9007,587174.0383,593388.9642
26204,11,0,0,81,2015Q1,13221,634794.0627,598854.3324931494,600944.5988,606696.3582,602454.6794,598552.865253717,598627.38952835,602302.1943,618076.3952,598378.540963387,616318.267,600642.5045596543,599617.3676039265,612138.5151,610018.3317,588834.8871,599621.6050248608
5646,8,1,1,5,2017Q1,2254,604737.0686,619976.7949,599668.9688,586728.1846,594081.8106,574981.0797,574884.2388,599748.9078078358,617109.9484,572283.9734,613736.0692,629033.847,624156.0013,590672.3119,572913.2617,609033.0238,623542.9651
10539,7,1,0,80,2019Q3,4213,628269.1864,620745.0597,628335.677,604744.4433,578903.1909,622583.3664,606050.3402,605606.2769,591887.4066,574685.3978,589355.5856,621939.2731,583030.8194,619766.3502,601967.9002,608593.9059,582601.4341
3607,8,1,1,5,2018Q3,1434,576431.272,625235.638,613216.1539,608613.8955,582460.3116,584636.262,596170.7332,591686.0712,610667.1891,576497.9536,579094.8316,576712.7194,579049.0267,576057.5583,598057.4577,590912.215,608964.3289
21030,9,0,1,5,2018Q2,9206,601204.6674,602198.4974,603403.4912,625653.3939,626783.0876,598552.865253717,587801.9285,592310.0564,573131.3896,598378.540963387,583767.6322,605275.1771,599617.3676039265,606870.9426,603086.1659,613173.0663,615925.0217
5815,7,1,1,5,2015Q2,2314,622865.3668,614726.2598,602065.4909,586600.5718,609154.5112,598552.865253717,571620.675,598998.8851,616215.1085,586146.359,612194.8126,569318.9209,599617.3676039265,604668.969,624216.7258,582769.5832,569756.1773
27259,4,1,1,5,2015Q3,13626,593631.1279,591449.9955,592198.0225,608300.9446,593200.0555,598552.865253717,586064.9425,587116.1255,623235.691,620417.283,594234.3356,619137.3522,599617.3676039265,589086.875,592051.7378,571215.4292,620525.3326
