,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
19106,9,0,1,5,2018Q4,7960,626470.4058,605591.519,579878.2737,601211.6318,573307.8217,568982.605,593194.9827,628979.2295,635632.6992
24506,6,1,1,5,2017Q4,12578,589827.4706,616458.6106,587406.7633,631195.1313,587574.1236,593431.9975,594489.8107,600717.887,636331.7887
6041,5,1,1,5,2017Q4,2411,625484.1644,591469.8292,573418.6584,596183.7239,573815.366,584998.1705,581371.9874,603782.7382,574978.0101
14492,8,1,0,18,2019Q2,5698,591212.6815,608601.1728,578859.4601,589111.832,621320.0227,624795.3153,595658.615,635809.9403,613779.5039
3405,5,1,0,24,2015Q4,1350,583206.0268,576817.546,628620.9106,596320.8223,572315.5665,609795.9384,594671.215,598149.2037,597810.3
17774,5,1,1,5,2015Q3,7246,590376.8475,587777.8025,591649.2267,626082.7045,603264.8218,585809.7106,629224.683,585391.9175,601080.5
12422,8,1,0,30,2017Q4,4908,618916.7984,598086.3051,598691.793,585356.2539,595066.0424,578470.7022,582252.7094,575660.5167,589771.1316
24870,7,1,0,0,2018Q2,12702,618295.3911,569406.2605,570622.9909,614427.1307,581650.9285,631113.2869,625850.2259,611915.5762,605856.3577
8437,9,0,0,19,2017Q4,3369,595181.7816,613343.3564,589921.858,593490.4668,578822.369,594497.8971,595318.8938,583895.5644,584694.1372
8989,6,1,0,11,2016Q2,3600,574582.868,575871.8892,587692.6795,614895.9945,621771.5123,578012.7443,587831.448,607305.72,626430.3887
26644,8,1,0,34,2018Q4,13382,596893.8185,597197.275,575118.2712,628708.2946,585412.1048,589229.5064,579450.6276,636177.3433,601238.9767
17380,5,1,0,16,2016Q2,7052,624394.3619,572064.3436,620241.6146,626528.8534,617970.4685,624868.7741,571130.6625,632794.468,576239.6682
13454,7,1,0,30,2019Q2,5281,613599.3231,583589.1002,602597.5475,621529.462,623386.1627,610380.2699,620536.854,588184.6276,577533.5705
4177,14,0,1,5,2015Q4,1668,586147.5168,601308.5664,613108.3898,626158.7142,612239.0333,598696.7151,579321.6465,606997.2427,616615.927
23103,6,1,0,33,2019Q2,11041,622735.3326,582817.6538,572151.6478,593660.8015,605433.8204,598382.6739,618471.9621,582985.6113,605911.178
9870,4,1,0,21,2016Q4,3956,585465.9242,600788.0832,607555.7299,629081.1494,606523.2985,609970.5782,584170.4436,585480.4941,599956.9564
2200,4,1,0,2,2015Q3,869,575772.5865,601163.4533,601167.6903,621111.1778,594954.8232,590929.8321,618581.7488,608355.9625,579664.6331
18719,7,1,0,4,2019Q2,7747,582634.8538,627576.0298,570505.7732,610360.4969,574282.0766,593335.6542,624311.6731,577286.6313,629609.4421
26626,5,1,0,53,2015Q2,13376,620756.3555,619225.6907,597187.9049,604560.3414,608685.2786,592366.8385,572340.1546,609106.5038,584489.9084
24776,7,1,0,90,2020Q1,12670,624776.0566,590904.5587,599093.6092,614385.8438,570827.7483,579627.8389,595627.1697,577081.4787,577265.9315
26116,4,1,0,4,2020Q1,13184,572912.2315,606687.9993,584023.324,590279.1829,579100.6834,616926.7096,623460.7277,593975.3466,612876.8053
19940,3,1,1,5,2018Q1,8467,594774.0442,589541.078,583061.0797,582105.7736,573975.9166,626684.312,597373.2821,616461.3367,592684.887
17663,7,1,0,12,2016Q2,7191,605070.3643,590397.926,605711.5151,576525.4994,623061.2232,594122.2679,588021.1203,632108.6619,613074.7475
24860,7,1,1,5,2017Q2,12698,613296.642,598148.4139,589108.7521,584966.9969,609361.2704,619329.4255,622557.637,610632.6399,572504.5191
8569,4,1,0,12,2015Q4,3423,615855.8433,587790.6604,582781.5287,606658.1513,577783.5561,575837.6504,587588.3134,624341.7495,604320.8744
12003,9,0,0,62,2016Q1,4772,606601.6481,570441.2475,574224.3594,610860.9376,622366.3802,622389.4176,611214.6416,595562.6676,580752.032
26310,9,0,0,16,2016Q4,13265,589865.6423,578079.476,581310.1954,584944.5402,624539.945,627728.692,622246.728,625054.8268,603209.2971
1635,8,1,0,12,2016Q4,648,623438.4338,597517.6394,573127.0399,628494.2913,589800.1491,573613.3344,586291.6641,629221.8516,590748.5496
1842,4,1,0,0,2015Q3,726,645109.7652,593676.8582,641414.4352,652958.2181,658079.9666,643656.6458,627247.7363,670049.5377,631676.7269
9946,8,1,1,5,2016Q4,3985,575266.1454,581275.5208,588167.1497,595809.353,602909.4693,572854.4313,603762.5262,600710.4462,576955.6736
27593,6,1,0,8,2016Q3,13772,612754.0379,593576.927,617812.4922,575222.3975,615652.3989,623099.8448,569687.8279,598970.3361,609990.5547
17392,8,1,0,21,2019Q1,7058,572731.0236,602833.8421,625446.6314,574417.2189,603163.7849,620266.4454,588855.9718,595334.8188,626513.5501
8917,3,1,1,5,2017Q4,3564,626429.1851,606910.8425,592386.0904,611863.5894,627184.287,585594.2377,603899.5,624317.7467,580493.9462
18076,9,0,1,5,2019Q4,7400,581434.4022,574563.3862,599107.2206,605557.2526,625331.2757,578400.699,596811.1656,614476.2683,620824.1135
6290,7,1,0,34,2017Q3,2516,606397.905,571299.449,643282.9237,637312.0173,594609.908,616453.0769,601239.1104,635456.4549,602900.2842
13239,6,1,0,27,2015Q3,5200,593784.8094,603402.8034,611478.6617,589543.7922,576914.3131,617637.6958,618465.2617,583264.2217,597474.4845
13157,5,1,0,10,2017Q3,5172,587362.1793,600003.4599,610287.392,614757.1716,627994.396,627210.992,580009.5155,611863.5961,580620.0528
27852,6,1,1,5,2019Q3,13878,587197.7426,578393.7552,569675.356,589766.1248,590724.2548,622444.0204,581207.7979,600012.9713,589884.5211
4292,6,1,1,5,2015Q2,1719,604638.0155,625961.4206,613278.3994,621836.4668,589283.0341,576542.7996,575381.1714,577923.0495,585014.1789
26895,7,1,0,14,2020Q1,13465,615398.7866,628769.3309,560872.494,586339.8897,590458.1701,573945.5778,606309.9159,643549.1709,625405.6997
10571,9,0,1,5,2019Q2,4222,609312.3326,626451.0564,589279.1922,595940.048,578636.2241,596558.8843,572238.0299,582428.6139,626165.3802
8997,10,0,0,34,2019Q1,3606,600566.0194,617646.4735,585347.0209,593733.6764,621739.4278,569089.0779,612789.158,586484.5413,570001.9997
16440,5,1,1,5,2019Q3,6576,587136.5482,587376.2226,623073.9201,626251.757,607098.8229,594213.6512,580285.894,618118.4155,599077.4279
7097,4,1,1,5,2020Q1,2824,584913.3837,625512.8757,601477.1305,609507.0381,578754.3866,569286.5799,596177.4878,616436.8466,613629.1268
2120,6,1,0,19,2017Q1,834,582270.648,573913.0987,606368.688,583647.5703,625956.1049,594604.3765,592361.7551,600839.1183,578241.4185
20913,7,1,0,13,2018Q1,9126,627053.6639,589429.8139,603208.8367,594233.2525,597561.3888,614770.4033,606766.4857,605995.5424,582936.3173
21506,9,0,0,0,2019Q2,9567,586402.895,605043.1227,573897.6799,607885.4749,575035.3154,569472.4863,572599.4148,590592.8736,592387.4776
18626,9,0,1,5,2019Q4,7699,624869.9469,603916.6625,584210.5841,603469.782,582772.9274,608538.7452,612677.522,622634.0327,600869.8709
14479,8,1,0,30,2017Q2,5693,597897.4782,574350.6169,612007.2875,582569.7059,618281.6321,603385.6346,628133.4361,619999.1388,588326.8874
27021,7,1,0,12,2015Q4,13522,619943.4072,569702.9269,584112.0517,583227.5452,617656.1706,601707.3494,620301.4045,624612.6176,578002.3748
20991,10,0,1,5,2020Q1,9173,588057.5336,621418.0407,583215.1298,576300.4943,579039.9368,597590.2494,621340.6715,593234.2294,622496.7783
3563,5,1,1,5,2017Q3,1415,623989.4811,617834.1493,606851.4421,612640.5099,606375.0991,612193.2689,571646.4444,600208.4593,587133.931
5564,8,1,0,11,2014Q4,2219,581824.0409,570034.4396,586312.1619,576260.682,596323.2689,578272.5787,603808.2702,599112.7356,626502.2071
17344,4,1,1,5,2019Q2,7030,599143.2723,596380.4689,624979.8352,607392.8168,583566.2289,570063.8766,580616.9347,596538.7814,592808.2364
476,4,1,0,12,2019Q2,206,616374.9958,575129.2225,587217.15,604164.3475,591911.5464,570960.7743,584115.5773,599514.6837,603812.1269
22936,6,1,0,26,2019Q3,10855,625209.9851,577429.1816,612418.9568,585432.5373,569656.8169,587472.1979,569753.9053,607930.3235,581319.7524
1940,8,1,0,33,2016Q1,761,612756.6185,582732.3785,633498.5688,627087.3009,607842.207,587788.0182,597075.6815,593154.7184,610328.085
2098,5,1,1,5,2017Q3,824,621971.8678,598386.3007,618024.7563,615130.6923,626667.8562,611383.0199,597104.6734,583216.0429,584952.792
4121,6,1,1,5,2018Q2,1647,577008.5935,583472.4465,624384.6798,624029.5919,589404.1296,604376.7272,611722.9334,599216.3801,616199.2623
3266,5,1,1,5,2017Q3,1292,615571.8721,619424.4679,589023.7149,605614.4696,622891.3401,604350.3354,604362.7417,612712.6092,583286.5446
18456,6,1,1,5,2018Q4,7608,612957.3804,589369.536,601851.1409,593800.6815,620753.1702,607859.5452,591543.0062,585183.4248,577539.9732
14932,7,1,0,4,2016Q1,5879,608008.5422,587497.6349,570378.7868,598652.7229,623551.8947,594972.2836,628048.7758,577305.4145,580324.7678
12456,2,1,0,13,2018Q3,4920,603646.0174,592896.8489,613762.7408,637660.1393,605331.6347,618465.0005,615288.1883,615489.7729,607092.2574
26006,5,1,0,58,2018Q1,13128,573106.7443,603826.1242,577005.5301,616639.7997,579781.2022,571991.8944,575375.8414,593421.1413,578695.6968
27926,6,1,1,5,2016Q4,13903,591295.301,585938.0278,595867.9849,622046.2326,594740.6206,603290.8473,596001.7518,586429.8649,589330.7897
6452,6,1,0,12,2019Q4,2582,601588.5195,593349.7843,594940.2586,625825.5362,619801.9196,573058.7283,593713.7693,592080.5675,604509.4444
623,7,1,0,15,2020Q1,263,626743.2833,616930.7199,602450.7735,615935.3903,627054.7539,596444.0902,594099.2337,607234.7534,588014.2303
11441,7,1,1,5,2019Q4,4547,614742.8756,620287.8501,593454.401,583824.4274,590799.9966,590453.0291,614763.6879,574729.4515,611446.6426
20646,7,1,0,13,2017Q4,8972,615704.3116,573038.128,599984.0804,587919.5969,569981.6843,608449.9104,611849.6275,574705.6465,578848.4775
362,12,0,0,12,2015Q3,154,629656.6499,618636.4479,591628.8493,583365.4976,589017.8235,568810.4758,574252.3661,595471.5369,623850.6644
9877,4,1,0,4,2019Q4,3962,610144.3126,586297.4838,618085.8724,571010.3601,627659.7538,618764.187,628504.1008,585999.5074,603215.4743
25783,5,1,0,12,2015Q1,13056,617696.0846,607915.5545,573042.7263,588839.2109,586562.86,619717.9632,627967.6785,580483.165,589107.1056
26510,11,0,0,16,2016Q2,13338,597913.3471,613309.2567,604008.1731,622719.4091,624360.6946,584839.1156,600281.9353,607617.5734,624944.4823
7434,9,0,1,5,2015Q3,2955,599139.9215,607176.0841,627238.5251,577354.8113,593572.9536,594331.4956,594132.4228,618220.9202,572914.4639
11172,7,1,0,27,2015Q3,4436,599170.2524,627532.5747,601457.6251,579430.9369,584639.7229,622588.1982,588214.2202,578375.6601,585716.3874
7601,8,1,0,16,2016Q2,3030,572549.3877,622394.9829,597271.4917,569592.8802,608851.4355,587544.5518,583033.782,596189.3445,583311.3262
4302,11,0,1,5,2019Q1,1723,571394.4816,589478.6295,577118.4736,588998.2464,597290.5865,616705.21,591253.6577,583447.1924,589600.7077
13695,6,1,0,8,2016Q4,5381,607264.3342,618591.3823,618726.4331,619725.057,580324.1023,604078.7753,590996.3667,635162.0645,608499.0163
17267,8,1,0,12,2017Q3,6991,592102.4151,617061.3652,612761.3819,624945.4142,614738.1638,610008.0062,606693.4269,617753.1699,577647.3856
574,5,1,0,19,2017Q4,241,618817.1225,589285.2284,625234.239,590627.7892,623994.7675,594662.9292,573032.006,573528.8497,629460.2584
7189,5,1,0,40,2016Q4,2859,597366.8923,591262.6257,600474.9454,588797.9542,592829.222,623260.7794,602765.5861,640531.5765,622793.0198
7634,6,1,0,24,2015Q3,3044,627359.5928,625712.3758,667218.9504,621015.1517,584765.082,594402.8652,603312.1755,765404.9362,711030.2839
26333,6,1,0,20,2018Q1,13274,618281.8622,614440.2745,627860.7734,610445.0278,620532.9126,603227.1485,626537.8419,589817.2945,597780.0208
16069,4,1,0,30,2019Q4,6394,585699.6441,575698.5643,584341.5612,582236.6742,602345.9469,602636.4758,612842.6057,595447.1694,614648.2105
12156,4,1,0,13,2019Q3,4819,610815.6276,583637.3603,603119.127,582445.5631,593950.6478,607284.504,612905.8082,637254.0857,621393.4224
8204,7,1,1,5,2017Q3,3270,626381.1939,621277.5058,584531.4214,574881.3844,587381.0378,613521.1206,624913.1755,590565.3088,622559.4845
25019,7,1,0,12,2020Q1,12759,608473.1176,608710.7506,596538.165,601672.2439,599545.2659,583612.8862,592050.6041,588546.2169,584209.4983
19782,7,1,0,4,2019Q2,8370,603628.7679,617647.5569,590106.5057,571231.0882,601506.0307,610895.1455,610081.1786,615939.0809,618097.7742
2970,5,1,1,5,2016Q4,1182,614139.3085,569862.0277,590162.7164,605740.3775,593816.9693,591757.7135,592336.402,619920.341,619697.0503
7752,7,1,1,5,2018Q4,3095,598830.5215,603888.7025,627915.0871,623459.6916,594254.5424,599832.259,618765.6822,582854.2721,602015.8861
27495,13,0,1,5,2016Q1,13729,570127.5318,573243.6109,583555.1856,602935.2071,611558.3577,578814.7387,620076.9719,627815.1008,628596.7049
24990,7,1,1,5,2017Q1,12750,584154.1384,584910.8247,576132.3665,570488.1233,577844.0361,599886.2537,619045.1722,587907.5334,572278.8948
16785,9,0,1,5,2020Q1,6738,629695.0186,620236.9923,626488.3661,593824.7049,578239.8217,618787.8753,590478.2454,607948.2712,581430.8487
6653,7,1,1,5,2018Q2,2662,591884.8779,604855.5656,591613.2447,593023.4611,615951.8722,585599.5729,613780.3166,626760.3838,595736.0749
17787,8,1,1,5,2017Q1,7254,589746.6675,620147.9257,609332.2803,636611.4419,581012.5556,589060.4114,609616.8774,621851.6148,583070.6403
8968,6,1,0,34,2019Q4,3593,628500.2154,599158.9528,577713.6819,594000.2215,590916.7621,578823.3726,589128.9652,629504.5618,584890.5079
258,5,1,0,7,2018Q4,112,632533.2887,571299.9197,637221.4722,582815.7522,612364.1716,600139.8008,576036.1765,648286.7803,614650.5527
16829,8,1,0,4,2018Q4,6761,595721.2413,602989.9688,628368.8018,616742.3786,613381.6602,617511.6967,623800.4696,606666.8438,591886.2955
7131,5,1,0,55,2016Q4,2835,593913.4393,607486.6862,597096.93,612483.4548,581640.3213,593417.4858,582750.7338,602339.4151,587080.52
19218,7,1,0,2,2017Q2,8027,622494.0969,596792.6495,610095.1914,606635.4758,574183.3382,582722.4945,620944.1088,629089.557,596857.0208
14440,5,1,0,10,2018Q1,5677,571352.0144,575298.5462,606646.9506,570228.2299,608625.9436,595361.6294,581958.4902,626136.6074,576727.7471
2595,7,1,0,4,2017Q3,1030,589476.6818,569956.0977,630374.8663,609957.7674,572834.8107,574972.0923,623876.7156,630304.2769,602049.3859
7258,8,1,0,0,2019Q4,2887,573300.9874,601352.877,614086.2586,587567.3018,604151.7402,599898.2964,611212.3308,605063.6471,591021.8336
2531,6,1,0,4,2017Q1,1004,572393.3504,626372.2395,617509.8136,625816.2557,615182.099,594201.1834,627157.627,606291.8643,623797.1785
26733,5,1,0,12,2016Q4,13406,609381.4256,592209.6468,625036.919,615284.9653,586908.7396,581237.1962,596573.2779,608752.0548,613574.9788
18750,6,1,0,4,2019Q3,7763,570957.6644,627227.7258,596171.3491,596575.6937,629751.1028,585295.1626,622692.713,604096.8472,631188.0777
9571,7,1,1,5,2016Q2,3854,580102.9748,613362.5799,598560.6651,607707.433,579382.0873,610636.735,591385.2315,621505.4374,599127.3384
6867,8,1,0,0,2015Q2,2736,573646.9324,588713.709,623767.0707,583612.0473,602676.461,576026.7369,620200.8592,616398.2889,608639.7725
15915,9,0,1,5,2018Q3,6329,609567.8172,597372.1421,614837.8079,571106.1243,590964.4109,584797.0114,573053.7387,605584.7682,625720.8358
9822,6,1,0,10,2018Q2,3940,570524.8509,592097.0622,645352.8795,635192.2614,622512.6072,580512.5789,584323.9027,655266.6682,643581.1225
5486,8,1,0,0,2019Q1,2190,579056.7865,570495.8342,617447.5714,603639.9674,595809.1094,615002.0733,608228.3904,593762.0386,578943.3813
8106,6,1,0,12,2015Q3,3230,596893.9077,581934.7432,617844.6064,621639.1632,577632.1077,627334.8064,571941.4231,578473.5556,573305.9886
4445,5,1,1,5,2015Q3,1780,628967.8943,573988.435,588917.0134,578675.3598,604614.2555,619063.4072,577462.5888,593211.4767,608605.0723
9693,9,0,0,0,2016Q1,3895,632201.0077,621289.8935,615327.1404,613511.7972,600162.2713,617547.0059,620574.4549,714847.2907,612101.2644
26406,6,1,1,5,2019Q4,13303,601639.7176,586224.8763,583635.7818,596241.677,578928.1568,602323.7654,612502.2521,601610.0871,613614.2222
25710,4,1,1,5,2019Q4,13032,599768.9389,599074.8746,609817.3022,577525.8702,595064.2323,609320.6698,609524.9534,586091.2877,585262.0446
27476,6,1,0,3,2017Q2,13723,624181.4221,576350.2087,603095.1116,574547.4373,605926.7815,572573.7978,579658.6028,616689.5735,606985.307
2071,8,1,0,47,2015Q3,812,598848.9839,619679.232,624575.0526,575816.4855,617199.2531,609261.6672,626816.2974,607691.8436,604135.81
6872,8,1,1,5,2019Q4,2738,608139.2704,590776.7655,577156.5052,621283.5341,597738.5143,600278.2207,582743.9807,627619.8507,604588.4014
3206,7,1,1,5,2015Q1,1262,634790.4267,622506.1835,698203.0854,680591.1155,616571.1183,587864.2727,597644.2708,890135.1223,698734.3078
10490,9,0,0,13,2018Q3,4198,575637.6729,603658.7747,572529.1281,585282.0302,607552.3043,621318.0847,597644.0817,616381.7203,598443.344
1100,7,1,0,10,2015Q3,426,593340.3177,576773.0876,587782.0713,613446.4621,601423.4725,624126.5348,582930.1126,683599.4457,680312.656
11205,6,1,1,5,2018Q2,4445,623537.4082,624665.3985,579722.6259,611671.6193,594792.3102,604020.3749,595592.8624,609042.7542,601855.221
26647,8,1,0,34,2017Q2,13382,591117.2808,627816.3408,582998.2798,579362.1239,571907.6022,603678.9154,576067.0293,579862.3859,575137.5557
1210,7,1,0,19,2015Q1,472,615758.3052,606283.0258,627130.7258,571174.9694,582414.1266,569364.2649,580133.9391,613086.1914,621633.7088
16754,8,1,0,21,2019Q4,6724,581951.7186,608215.7882,578955.3013,605238.5321,588362.2064,606070.0798,625555.3768,623533.3081,617224.4181
1067,4,1,1,5,2019Q4,417,600230.9295,584485.1749,577960.9511,627485.5117,597481.7568,617214.8691,617104.0645,613601.4184,606926.8086
20637,9,0,0,13,2016Q1,8967,612832.1458,604896.7652,592777.1219,631977.7369,626070.3499,602601.6009,591889.0593,625597.759,583964.6707
6756,7,1,0,0,2016Q4,2695,603748.3984,569469.6476,625668.6755,570435.2309,578874.8422,580650.537,582954.7382,583638.9645,596609.9448
26409,6,1,1,5,2015Q4,13303,616905.105,570952.6534,612546.2225,582306.8604,618039.6301,619729.6429,599324.8782,613928.6556,597280.9861
8181,5,1,0,3,2018Q2,3260,572876.9692,625391.3787,581831.9438,585766.0692,602546.49,596713.0975,578088.4122,610022.0952,624889.7964
26931,6,1,0,0,2015Q2,13477,586031.9002,602419.2796,570930.4853,579140.1496,593562.932,578636.0266,582959.9102,622474.0465,587505.0264
27217,6,1,0,18,2015Q2,13608,622378.7861,590047.2715,571223.6774,622670.5055,602447.2649,592400.1748,611402.824,628212.2379,608856.4495
17068,8,1,0,2,2020Q1,6890,598162.9035,585386.1103,624177.7966,588592.3607,599315.3586,581753.7085,609327.3922,598341.8955,589439.6826
1589,7,1,0,12,2015Q1,631,619830.4513,577470.3445,603383.0243,598316.4559,592622.3022,585469.9709,577507.2792,628306.3702,614658.98
8334,6,1,0,12,2015Q3,3328,574377.9036,573011.0233,590226.4993,623656.1249,577333.7846,606404.3325,570583.2681,620225.4943,572094.8208
21661,8,1,0,4,2020Q1,9688,621676.7666,588866.0198,623910.6376,589181.266,584853.9524,612788.0201,577502.6023,662587.4024,613775.5404
14371,11,0,1,5,2016Q3,5645,599248.0341,621763.1667,638396.2474,583654.1569,605340.4953,570019.797,618749.6502,630825.1862,638410.8354
3964,8,1,0,11,2015Q2,1581,585557.2958,605639.5473,596138.5269,574428.3251,608703.5319,619479.1402,597634.1706,617870.3003,628693.4402
25229,8,1,1,5,2018Q1,12851,602790.632,602872.8773,616068.7684,611173.8573,573282.7101,608844.2287,579173.3341,621341.6467,615692.4247
16272,5,1,1,5,2015Q3,6479,572879.1854,573908.3866,592987.3942,585269.186,587623.2666,594313.0412,592716.625,594666.6588,589626.0385
17505,9,0,0,19,2017Q1,7109,625603.0338,618668.6353,623684.8009,587485.5942,617811.1869,614431.9899,588645.6019,595452.8738,612777.5928
16126,6,1,0,12,2017Q2,6413,634965.5949,618224.0612,600363.924,599826.7531,589065.7939,629734.088,588299.5661,658299.3057,637436.109
11062,4,1,1,5,2015Q2,4403,603978.717,587000.1453,602472.2569,601279.8468,585826.9625,615644.9995,610165.1405,607115.0804,599011.3559
24323,7,1,1,5,2017Q4,12518,606723.1994,627648.5731,573419.744,594334.3566,577838.4263,569552.8444,575894.7425,613395.0251,622858.8352
19947,9,0,1,5,2018Q3,8469,608637.1421,625742.8783,601287.9039,620334.2011,580466.7988,577731.2985,605834.4433,593180.241,598013.1317
9539,6,1,0,12,2019Q3,3842,610706.5633,623646.3321,573725.8172,576402.7459,595764.0771,581446.5986,570098.2349,593130.622,622406.5716
11194,4,1,0,12,2015Q3,4442,594123.4397,575481.1725,603643.269,594944.4761,584358.419,619297.9315,612879.5751,617173.4643,608057.5914
