,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_22_Y2,Variable_20_Y0,Variable_19_Y0,Variable_3_Y0,Variable_24_Y0,Variable_14_Y0,Variable_29_Y1,Variable_12_Y1,Variable_13_Y1,Variable_22_Y1,Variable_22_Y0,Variable_21_Y0,Variable_16_Y0,Variable_1_Y1,Variable_29_Y0,Variable_1_Y0,Variable_22_Y3,Variable_12_Y2,Variable_9_Y0
24472,8,1,0,21,2020Q1,12567,617793.1696,591893.2295,604879.2467,593260.0863,590995.0238,573126.0704,610290.3268,584664.3114,614969.1379,574192.9568,622048.6903,577947.5143,616802.594,611739.91,624903.4063,595753.7029,593424.4281,590461.5659,581585.1973
3593,7,1,0,4,2015Q4,1427,607046.3614,577658.707,588120.36,600028.0549,590926.4319,610118.5625,581411.533,588309.2618,598408.4837,627569.7429,625795.7706,586977.5247,623874.5494,587866.4829,595032.806309459,581135.1471,598774.8930670298,624308.328,604793.8971
317,3,1,0,4,2017Q1,136,578347.5575,575499.4737,591016.2246,584524.8283,610545.8487,621477.3063,600930.2187485793,613567.7011,586458.4467,606756.969,611944.4033,591378.9401,580723.7757,582957.0977,600282.8224899102,627707.259,619636.5808,601030.5482,605083.225
24067,7,1,1,5,2019Q4,12206,599933.607,605324.0648,582670.6388,609206.5669,600936.6412,597323.3366,602178.9022,586161.259,590995.0844,573192.9686,594370.7468,583796.298,593490.7831,582043.1662,601065.1645,606321.9499,598889.921924535,615888.4214,574438.2842
6332,6,1,0,8,2019Q2,2537,605466.5357,593079.8516,588529.9618,608166.8451,627452.1912,589409.0797,580591.6813,569253.5159,569996.2447,578762.473,578017.8011,583297.8179,569305.5424,592050.4316,610336.0292,612560.6061,611831.5429,604810.7787,595555.0822
16885,8,1,2,34,2014Q4,6786,605843.3152859025,586414.2855,666462.8314,628704.0646,618924.3556,618746.9218,628652.6025,587996.3938,613089.4442,587965.4529,631488.1331,584947.0045,569492.3638,630071.3161,623099.7771,609303.6266,603185.8382497628,599548.6789986098,649223.6892
25318,7,1,0,4,2016Q3,12883,603579.119,618077.665,599472.6418,619584.1668,605935.6962,574667.9995,586062.8524,601908.0613,571427.3845,611768.6592,597896.4385,581647.5013,597565.2137,597104.5463,583222.4058,615920.0758,599102.7966267156,593621.1528,603755.7553
13001,9,0,0,8,2018Q3,5117,580267.6968,590373.2365,581590.4354,604273.8548,582404.1927,588271.6389,592758.6603,610350.6315,593896.7677,589625.9797,609943.7712,587750.7583,596497.3802,590404.4687,607861.8987,574681.0678,581638.5081,571586.2222,580801.7601
1650,7,1,0,12,2015Q4,651,568731.286,620416.8575,621245.1259,571406.3259,619024.8737,587319.3333,604928.5682,580848.3227,615772.134,589782.4486,583767.9938,591058.6386,584331.8663,613963.3198,627795.6062,601661.3775,598820.5999585214,615276.2848,595456.9424
25433,8,1,0,4,2020Q1,12928,612468.106,627221.1712,584145.1426,627207.0944,611586.3845,591701.0467,626597.8711,576029.5672,607982.8154,571775.9845,625497.7236,571751.6051,570346.618,576512.8168,596985.4023,610240.7107,598461.5131,622779.0377,579302.1431
17766,9,0,1,5,2019Q3,7242,611663.5869,598678.6832,578725.1332,587486.4383,583138.3167,594316.0732,600152.1972,573293.4806,613328.7722,583929.6831,591696.3573,626906.1151,619020.6007,599700.6475,598640.8852,601427.7106,610047.0232,594731.1236,610268.2304
9476,11,0,1,5,2018Q1,3815,598641.8809767972,598445.7190811081,598216.9549472,596238.9079975309,598485.8091110429,598249.1192505059,598713.5576910279,598266.1082022142,598829.7772313221,598550.9378196897,599299.6069778062,598565.7340912512,606614.3403896558,597556.6671352109,598311.129958333,598002.3195972933,598919.248481791,598382.4332126441,593833.7770745108
7334,7,1,0,22,2019Q1,2917,628643.9469,620864.5782,618009.1186,624766.0524,610743.6825,571705.4494,586404.2364,576384.7405,571819.2154,592337.1673,579553.8192,586630.8982,605902.2467,582138.8827,601095.3729,602820.0434,601836.193,623468.3418,571776.655
1866,5,1,0,30,2019Q3,735,591690.6242,580754.7011,626991.2681,605138.8954,609631.5586,593676.367,615347.2028,624172.9545,620850.2212,592741.6471,572739.9226,582324.9688,570918.7501,584328.1025,599860.408,613740.1785,623712.5299,574585.5029,613747.7548
5977,7,1,1,5,2020Q1,2387,590161.8045,573696.5757,619481.3172,583699.3074,599318.1758,578966.0891,580337.6962,585798.3279,610602.0543,614710.4898,622633.8295,595083.6633,591490.1229,581012.671,573955.4534,603774.7528,604099.4081,606976.7958,624663.9252
26992,7,1,0,12,2015Q3,13504,569427.894,593186.7049,588502.6544,588592.3379,597080.1417,597616.7584,626253.9065,614595.4335,588166.3038,598405.8881,594022.4139,597656.6888,603166.0059,597479.9987,582193.038,598193.3637,599055.651987124,570201.718,585788.7055
10606,6,1,0,12,2018Q2,4232,570034.3164,613845.1591,590225.5519,611075.6985,585533.1384,597286.1713,595161.2268,623499.9875,612830.9529,578565.3139,588063.7841,575517.9242,577541.6761,570565.251,602730.8684,611022.7046,571513.2808,587789.6575,574837.1747
27314,5,1,0,12,2015Q2,13648,597827.7111301194,585946.5318,603560.8403,601715.2814,625369.921,585670.7669,627143.7311,589483.478,604344.4302,569371.9406,594080.4656,608884.6845,592776.1119,625826.9096,616451.3302,575651.9214,598849.7415650018,598284.1580075453,599384.5815
25416,8,1,0,8,2015Q1,12917,598945.136822665,623883.0476,594349.514,617810.9736,625958.4105,602816.0444,628997.8257,608880.1355,599803.3499,627443.8076,595837.4722,610799.5963,598563.9545,602670.6547,617708.5715,623069.1142,599034.8290040066,598704.7639936241,619901.7325
17031,6,1,0,16,2017Q4,6868,596946.0386,612026.1034,623526.206,595454.1128,587483.9053,592701.0756,598585.897141354,608387.8942,618452.9918,620808.9787,620580.6095,573341.3929,652939.648450385,610773.4841,598718.1164780344,599757.5693,603730.1048,574358.9179,586809.167
17322,3,1,0,21,2019Q1,7022,595603.8909,573642.9106,582446.7131,595254.7321,625386.6696,598749.761,603013.7408159806,596984.4934,574341.6633,626169.3036,576579.7886,626981.0403,620555.6572,616727.2178,602404.7223063479,614027.1117,618038.643,623781.024,627992.0776
1175,7,1,0,1,2015Q1,462,600527.5694090138,588800.3228,615528.298,598901.4116,604508.7755,585780.2375,590249.6592,605897.6907,610449.8657,613981.0769,591886.9625,604114.6717,652193.9172939849,596730.5843,617203.7185,588775.469,599171.3221874884,598634.1797260251,568585.8231
22898,8,1,1,5,2020Q1,10813,622682.6535,623151.4533,604488.112,621127.3847,626664.7467,615028.6227,570711.8054,585925.1502,575733.1395,607942.041,590666.2023,584181.6825,618500.6417,609649.1318,625692.9271,587507.684,598989.5848317089,601463.2612,596779.033
3153,8,1,1,5,2015Q3,1246,598364.4791226482,615149.9148,601257.3933,609173.2961,608220.736,582823.3933,604168.5168,625726.717,569419.859,603579.1274,621443.4012,623371.8703,594976.305,626001.0945,587732.3998,613447.7299,598336.9214529123,598230.8073865568,580246.1372
15787,7,1,0,12,2016Q3,6271,599779.1319,619673.9348,596362.7873,621593.6934,617261.7336,575800.5689,627948.1921,588938.8103,624370.8952,590394.593,618471.559,606863.4123,578815.2208,585116.6275,625687.0786,618133.6299,598301.1005955006,624880.7893,570110.8647
3710,3,1,0,21,2015Q1,1474,600489.6088502487,596228.7101,594897.4252,591706.0479,575905.9171,612328.518,601255.6971757688,598298.4851413687,598862.1142785897,601392.1701595125,574083.2292,627763.1502,606632.8121848282,603078.4427486116,627445.4747,596255.9827,599460.5780716075,598455.3672707658,589168.6744
18294,7,1,0,4,2016Q3,7512,597504.2239,573032.2943,607247.6347,606005.8461,575359.8791,577482.0294,576193.343,590567.2853,569096.8432,625153.4947,582431.2396,608778.2435,582026.3467,628124.5338,581083.1859,609127.7613,599005.1274533938,568765.7458,611229.9777
19215,9,0,0,2,2019Q4,8027,610573.7055,619239.797,624776.358,626274.5931,574128.5103,620097.3137,592882.5886,609427.1899,614900.8074,581421.209,584697.006,577361.2282,578128.432,620789.5117,572951.1385,595126.2746,615083.8386,603205.3671,609516.6443
7145,7,1,1,5,2016Q4,2841,616375.9268,584540.9205,586425.9927,579054.6245,623141.2456,606453.0324,575098.3687,605901.3626,575178.0908,599597.0187,581054.888,591690.4312,573161.0774,590944.3218,586719.377,618362.7463,575047.4841,606763.7932,573774.5812
13348,3,1,1,5,2016Q1,5238,602576.3827738831,605750.471,611891.3919,621713.8577,605317.2771,584541.104,616189.2271,583962.6983,618726.0052,618393.3669,593623.5473,574254.0301,585036.9525,610629.905,604653.3085,622655.4616,599296.5746615145,598134.4327038222,616545.8304
5341,10,0,1,5,2017Q4,2129,594599.976,619023.9228,623733.2891,580582.7303,605218.5266,586738.2037,600245.4685,607243.1238,610297.7415,583696.7317,585101.9903,624944.5047,616221.0278,604165.4534,598441.178503437,602758.2851,587950.676,592227.3593,573062.2063
21923,10,0,0,1,2019Q3,9909,596367.6946871887,608839.4866,601820.0382,593974.2073,590294.9398,622655.0091,593348.9457778954,628604.5681,570374.5424,595273.7395,607227.8204,595315.8124,568709.9523,571449.9993,603878.9817,612927.3276,598983.534622326,599341.1368295082,589319.5721
7146,6,1,1,5,2015Q1,2841,599370.0063918624,586218.4485,574913.7378,599381.8977,605324.245,610487.0147,593129.9694,574373.2681,597179.7525,602809.6716,617514.5618,624246.9535,612578.2962,580091.4857,576967.0844,601196.391,598620.290022042,598368.3149930799,572721.0016
19991,8,1,0,18,2017Q3,8501,619171.18,616598.0325,591183.9858,603918.8898,621749.0241,571536.9051,613192.8095,576495.2198,628053.2421,621364.196,585405.5654,577380.2189,599353.7122,580794.3313,585768.2013,592191.9506,600929.9029,583859.9597,622355.4083
18004,7,1,0,4,2020Q1,7364,616683.9469,590284.1325,620338.1628,613336.1947,580043.0701,588696.5249,582574.428,621296.3645,569664.9876,571502.3104,622419.4552,579803.7854,623994.9019,587964.5185,614241.2262,607560.3874,585893.376,617768.5464,595461.2809
12767,3,1,0,42,2016Q2,5031,599431.2941,586296.6325,626853.5628,625545.9257,576979.0057,617761.138,614723.3614,573330.766,594457.8402,580814.8755,619057.2568,614522.752,655144.8118621298,569307.0851,616339.4293,615884.9146,598950.2783839658,625529.3294,624079.3777
8638,8,1,0,0,2015Q1,3450,598966.4105047702,584079.4625,576466.3576,577054.5221,569826.223,583035.3644,599415.822966004,598249.9213245969,598746.5855954649,600556.7777231933,623858.8803,594028.0902,599821.1332,598767.2594884251,601993.5295,569157.2328,598883.3288338548,598418.5703249712,618403.1187
20981,7,1,0,35,2019Q3,9164,594898.8201,589987.0627,626493.8659,611616.6849,605433.0761,576139.4433,606675.1801,584715.7853,571260.7143,587708.791,621996.2087,592442.2024,604910.582,575142.6671,596554.9384,619243.2418,625873.1632,577737.4446,606166.1322
15894,8,1,0,10,2020Q1,6321,605462.8906,611295.8804,599619.1789,609127.5752,593075.8229,619662.7141,600261.8966811353,576936.4526,610491.5316,569798.7413,597768.7088,599581.2376,592243.6029,597883.3704,596268.8599222337,612987.8997,606358.9776,602151.342,585677.6728
7909,4,1,1,5,2017Q1,3151,577157.087,606022.0489,588667.2607980906,600334.3524646639,619640.5525,589985.584,599023.5842370412,598741.4775646926,589509.2529,573555.2406,613304.2164,595671.6536,606603.3346703749,599173.1051,600217.142339222,615245.6195,592323.9846,624493.5225,595645.8775571084
10785,7,1,0,77,2019Q3,4294,609200.1196,627903.6835,589503.541,615050.1474,575612.5867,611472.4027,601735.6612,581183.7855,617005.8214,592465.2038,601434.948,587360.367,609763.6637,597795.0459,607423.6151,572769.0089,592987.5742,626467.1678,601969.8359
10607,6,1,0,1,2018Q2,4233,589361.4583,574248.8966,621896.3672,590410.782,569315.0153,577619.1639,622800.6596,584646.1433,622134.4666,601957.5,590689.2015,585429.3367,656053.7144309019,609668.1326,596520.806,613343.0352,579335.7025,582893.6401,577264.7657
4947,8,1,1,5,2015Q4,1978,573747.6201,614910.596,632133.2859,602394.2628,573451.491,616869.0109,607530.6537,606677.8741,592516.0215,620354.2316,619401.3239,580700.5468,587846.141,592539.4352,616732.7951,601806.4947,598938.9404635206,628458.7555,628341.1165
9457,11,0,0,20,2019Q2,3804,616733.423,588776.1229,580565.8447,574011.4108,611718.351,624062.0022,616039.8871,589711.0776,601860.9265,625096.8406,598902.0492,590495.6699,590174.1084,613493.107,593826.4447,620623.0856,584256.2117,587028.0616,585068.1575
501,10,0,0,20,2016Q3,212,575172.9178,610138.8178,599735.0564,612832.1738,601479.6337,570862.1374,593154.8944992437,580681.2343,613175.1486,602916.7292,623490.9559,572946.1663,655738.7896276098,599840.5346,596474.6193649882,571553.2744,599457.6077450869,569685.7779,601977.0137
8347,8,1,0,25,2015Q3,3334,605067.4374703603,623445.6105,634592.6443,601766.6945,623879.5376,639764.5157,606521.1764655716,597655.8502339942,598904.5805150379,604885.9882166234,587058.2005,620258.5939,587013.2153,606462.4179836863,602660.5290892983,641831.8094,600873.3943466871,598149.1151177377,658236.3383
1974,8,1,0,4,2017Q1,775,586562.3695,585007.9034,584745.991,594166.3623,627773.9449,588973.3425,590594.1694,625332.2705,596012.8848,623370.7144,585254.6748,574349.9853,624345.6566,586179.362,596429.3014,620637.7013,573416.2401,615900.7534,622396.0855
2501,5,1,0,35,2018Q2,990,607250.2591,610559.7179,604069.2689,624870.4935,574505.743,595816.5434,601756.4119186862,600729.4269,592769.3875,603809.334,584525.3273,622245.7652,616356.4162,619828.7539,593857.1694,572932.9114,598646.8317971558,611157.3917,598421.8388
9323,8,1,0,4,2015Q3,3742,600329.7685777805,619344.1174,617171.0328,609678.2072,585731.594,608038.4385,602950.7763,593796.39,624464.5219,572905.7528,628417.5819,628378.0705,653183.317546139,609361.8727,598532.0891,609272.813,599094.1817593345,598468.1124217854,623066.0878
7029,3,1,1,5,2015Q1,2794,597933.2015771817,584376.5023,623787.948,598345.9433,614153.781,590433.9487,597223.4829873573,598819.1912928828,598737.8431294432,598777.9630064296,594366.3174,588442.1579,586151.9117,599592.8496743615,582478.2226,630552.6265,598809.1680233028,598493.8768704089,590865.05
19359,9,0,0,0,2020Q1,8112,609284.867,619370.0989,577532.0005,622248.0352,586711.2781,623484.1342,608470.0384,621010.9324,579596.66,572672.8853,619302.5224,615568.4155,586367.0155,611510.5563,589000.8111,605773.63,604682.1669,607867.5793,626064.3823
3504,8,1,1,5,2020Q1,1387,608827.6854,615167.4342,626614.602,577128.7378,590241.4065,625133.1055,597883.4248,571610.7801,603215.7124,608635.3568,629701.4254,596808.5431,648704.17155449,620795.0572,612658.5357,597264.7797,597585.2058297477,609660.321,608644.3804
1050,7,1,1,5,2017Q2,411,610989.4876,584220.3213,626427.1502,620474.7693,569513.1446,589123.6691,601195.3757067983,601573.5745,590393.3727,625915.1393,573922.173,581554.6794,618508.2344,608537.8708,600136.4056169128,622765.6682,575354.5853,618227.4423,607215.716
3391,7,1,1,5,2015Q3,1342,598158.353955376,619777.1748,576236.9788,622054.6248,601544.1545,600940.908,593783.1327,574773.8093,597968.1831,605674.3841,577622.2374,611718.4714,620312.7452,572585.6798,606573.6242,616860.449,598758.4924107709,598428.438336303,610531.1026
24517,8,1,0,12,2018Q2,12581,568833.7687,593171.8596,628649.1166,599474.0189,621827.8882,616228.2335,583444.5382,576774.9811,577331.7718,606143.6396,570018.2286,584905.1278,612475.4345,614765.6185,572491.9049,570211.949,581085.329,594190.7538,610086.1889
542,12,0,0,38,2017Q3,226,593561.4233,577681.8023,590625.6715,621728.2599,601656.1295,608350.0898,616575.312,595817.4246,626496.2784,601575.4168,570109.837,626878.0494,595035.0767,620826.7584,610046.7851,611156.8319,586659.9463,618084.3617,634164.7525
15197,5,1,0,42,2015Q4,5987,598616.3163291403,607295.3645,622420.711,601792.5736,624507.9135,600770.8833,602353.5321,582408.3123,600058.5888,570492.1118,618466.0139,585262.3039,592958.0291,614538.557,604535.1796,608748.7156,599280.8293127224,598131.6730664566,629123.7843
8356,7,1,1,5,2015Q4,3339,597776.9932838444,608260.615,629115.1268,619805.5378,624045.8542,614036.7201,589456.3546,616332.1055,574679.9647,622831.6748,608818.6847,628421.2378,582422.3786,597473.3142,614961.9055,605495.9475,598905.056679108,598775.5405979889,628409.2123
26384,4,1,0,19,2014Q4,13293,600273.4781910618,574889.3803,580814.6893,599064.936,625271.0893,606387.5909,599715.0295965399,598120.2720173936,598893.3657061097,600618.7810342942,616525.9163,612652.6529,585954.2353,599483.2717928181,594745.3622650108,610678.3459,600505.2811647983,598720.650439296,619065.8769
20007,6,1,0,20,2017Q3,8511,588293.3216,572764.1099,577550.4013,596311.4294,594806.8007,622492.3406,604346.3648297926,609034.4707,597478.5117,582334.3558,616308.828,584637.4735,570328.8512,624849.7851,602812.2148209675,584088.0313,596100.8397,581138.0993,594059.0119
22861,6,1,0,26,2020Q1,10782,575559.6228,607171.6009,610990.0834,579729.7109,598135.9497506568,616033.0742,622312.656,582117.7428,598312.6494,586740.3242,597640.3258,577299.5527,651620.6013544578,606715.2296,576818.0028,624288.7336,599168.6035475768,579428.2909,599410.1827
446,11,0,0,12,2014Q4,194,602790.416319344,616781.4574,617364.6356,587261.9017,622805.0715,585368.7619,609427.6796,603437.8906,601962.5004,621143.1505,600851.3955,609102.4671,593783.9903,618420.3117,600623.5261457406,573174.6003,600325.9223758663,598593.7198007619,602479.0269
9071,6,1,1,5,2017Q1,3640,616365.2789,604323.2455,583410.2769,598428.2198,575594.8147,581217.9729,595655.0114035999,571594.1968,612193.8248,575861.146,580940.2523,595880.8909,625421.8106,588775.6905,594421.0945245477,611326.8569,625176.5447,593501.2535,574419.6659
3189,8,1,1,5,2015Q3,1256,599999.9325668368,619257.7664,627527.7736,714403.8078,582468.3372,627305.0978,565888.496,618068.0158,588322.2534,615742.2312,609818.5804,622186.8149,573945.9236,600250.574,727987.8318,639215.9201,601199.282967399,601691.8996578989,609903.173
18347,3,1,1,5,2017Q4,7543,598862.0949658626,598469.3174946145,597656.1324,598078.0022004329,598489.9875290707,600119.3113871404,598671.6547073305,598648.7118837757,598862.8402603172,599348.1354461368,601018.6380594806,598586.6967185973,606642.2183646361,599182.5316153032,599186.9673276767,599327.3748868583,599301.0336336081,598654.3524198764,598870.2693805257
23031,6,1,0,26,2019Q3,10960,607957.99,582325.1976,591480.1563,620604.3501,581681.3584,607463.7445,599613.3216374897,590076.3438,602580.6933,619808.5022,608552.4632,590917.3665,614549.5298,569390.7441,601302.7191252214,608664.9651,599048.4473464465,582339.5517,602444.995
14543,5,1,0,44,2017Q3,5718,573661.9524,599908.3606,575133.7014,604288.5932,625279.921,579670.2902,594886.9736027978,592039.3787,571673.9895,591748.2672,623219.9495,598723.4839,612028.147,587833.5785,584185.3211,593040.556,627602.926,574772.7673,571349.543
9222,7,1,1,5,2018Q4,3697,571402.1741,606186.7516,601510.1196,610444.7155,622619.4127,604179.0145,581439.3344,589098.744,575248.5637,580561.8385,580877.5633,597451.8066,653646.3522536162,614132.8369,620035.4964,609447.8099,618534.8884,580191.3275,594722.6333
5332,8,1,0,16,2015Q3,2125,594339.4779,576475.6078,625416.8894,629384.2082,573666.3841,583475.1474,586432.6222,611448.0837,616278.7926,614350.3431,606160.5693,586824.9194,597143.4238,577101.9421,613639.5239,611418.0458,599382.7016415535,605119.2101,591085.9652
